id,name,logo,website_url,supported_account_types
1,Capital One,bank_logos/bank_logos/capital_one-logo_mu84kCa.png,https://www.capitalone.com,"[""CREDIT_CARD"", ""CHECKING"", ""SAVINGS""]"
